index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
jamellasunique596	596	100	1		1		85		7ga			5	5000								aura	114	3	29	ama		1	5	cast1		15	25	res-cold-max		10	20	dmg-cold	150	425	850	mag%		110	220	freeze		1	1																						0
jamellasunique597	597	100	1		1		83		7gi			5	5000								ass		1	5	aura	118	3	28	mana		166	249	res-all-max		10	20	abs-ltng%		25	50	extra-ltng		133	266	res-ltng-max		10	20	cheap		10	20	hp%		41	83	oskill	121	6	83	mana%		41	83	vit		83	125		0
jamellasunique598	598	100	1		1		61		7wn			5	5000								enr		61	92	oskill	58	6	61	ama		1	4	res-pois-max		10	20	mana-kill		20	36	mag%		86	172	heal-kill		20	36	vit		61	92																		0
jamellasunique599	599	100	1		1		62		7yw			5	5000								vit		62	93	enr		62	93	oskill	81	6	62	hp%		31	62	move1		25	87	extra-pois		112	224																										0
jamellasunique600	600	100	1		1		80		7bw			5	5000								mana%		40	80	extra-ltng		130	260	dmg-ltng		400	800	heal-kill		25	45	demon-heal		25	45	gold%		210	340	addxp		10	20	light-thorns		80	160																		0
jamellasunique601	601	100	1		1		99		7gw			5	5000								sor		1	5	res-ltng		38	58	res-ltng-max		10	20	addxp		10	20	light-thorns		99	198	gold%		248	397	enr		99	149	aura	118	3	33	mana%		49	99	dmg-ltng		495	990	all-stats		29	55						0
jamellasunique602	602	100	1		1		57		7cl			5	5000								allskills		1	2	aura	114	3	19	vit		57	86	oskill	32	3	19	dmg-cold	150	285	570	freeze		1	1	enr		57	86	hp%		28	57	res-all		28	41	move1		25	82	extra-cold		107	214						0
jamellasunique603	603	100	1		1		56		7sc			5	5000								allskills		1	2	aura	 108	3	19	att%		156	368	slow		25	40	att-demon		156	368	dmg-demon		368	780	hp		112	168	dmg-undead		368	780	balance1		35	35	ignore-ac		1	1										0
jamellasunique604	604	100	1		1		87		7qs			5	5000								oskill	58	6	87	cast1		15	25	cheap		10	20	res-pois-len		75	75	demon-heal		26	49	addxp		10	20	regen-mana		50	50	regen		30	30	ease		100	100	mana-kill		26	49	gold%		224	361	ass		1	5		0
jamellasunique605	605	100	1		1		99		7ws			5	5000								dex		99	149	slow		25	40	pierce		100	100	regen		30	30	indestruct		1	1	ass		1	5	dmg%		497	995	crush		25	50	deadly		35	70	att		520	1015	reduce-ac		50	75						0
jamellasunique606	606	100	1		1		60		7sp			5	5000								oskill	58	6	60	vit		60	90	res-all-max		10	20	res-ltng-max		10	20	dmg-ltng		300	600	move1		25	85	extra-ltng		110	220	demon-heal		20	35	heal-kill		20	35														0
jamellasunique607	607	100	1		1		57		7ma			5	5000								pal		1	4	extra-fire		107	214	mana-kill		19	34	ease		100	100	mag%		82	164	enr		57	86	hp		114	171	res-fire-max		10	20	demon-heal		19	34	cheap		10	20	regen		30	30	gold%		164	271		0
jamellasunique608	608	100	1		1		77		7mt			5	5000								oskill	276	6	77	abs-ltng%		25	50	abs-ltng		5	39	light-thorns		77	154	regen-mana		50	50	ease		100	100	gold%		204	331	mana-kill		24	44	heal-kill		24	44														0
jamellasunique609	609	100	1		1		69		7fl			5	5000								aura	102	3	23	bar		1	4	enr		69	104	abs-fire		5	35	fireskill		1	5	all-stats		22	40	heal-kill		22	40	mana-kill		22	40	demon-heal		22	40	oskill	249	6	69	vit		69	104						0
jamellasunique610	610	100	1		1		81		7wh			5	5000								pal		1	5	aura	118	3	27	oskill	58	6	81	abs-ltng		5	41	res-all-max		10	20	gold%		212	343	regen-mana		50	50	cheap		10	20	ease		100	100	mana-kill		25	46										0
jamellasunique611	611	100	1		1		82		7m7			5	5000								ama		1	5	enr		82	123	mana		164	246	res-cold		36	56	demon-heal		25	46	regen-mana		50	50	half-freeze		1	1	freeze		1	1	ease		100	100														0
jamellasunique612	612	100	1		1		90		7gm			5	5000								mana%		45	90	res-all-max		10	20	abs-cold		5	45	freeze		1	1	regen-mana		50	50	demon-heal		27	50	heal-kill		27	50	addxp		10	20	half-freeze		1	1														0
jamellasunique613	613	100	1		1		61		7ss			5	5000								allskills		1	2	res-all		29	42	mag%		86	172	oskill	121	6	61	dmg-pois	75	305	610	hp		122	183	extra-pois		111	222	all-stats		20	36	res-pois-max		10	20														0
jamellasunique614	614	100	1		1		66		7sm			5	5000								hp%		33	66	mana		132	198	gold%		182	298	res-pois-len		75	75	regen-mana		50	50	mag%		91	182	cheap		10	20	allskills		1	2	vit		66	99	res-pois		34	53										0
jamellasunique615	615	100	1		1		58		7sb			5	5000								aura	 122	3	20	lifesteal		4	8	manasteal		4	8	dmg-ac		50	1108	att%		158	374	att-demon		158	374	thorns		58	258	crush		25	29																		0
jamellasunique616	616	100	1		1		65		7fc			5	5000								aura	118	3	22	dmg-ltng		325	650	abs-ltng%		25	50	regen		30	30	mag%		90	180	light-thorns		65	130	addxp		10	20	gold%		180	295	mana-kill		21	38	ease		100	100										0
jamellasunique617	617	100	1		1		78		7cr			5	5000								pal		1	5	res-ltng		36	55	abs-ltng		5	39	cast1		15	25	move1		25	103	mana-kill		24	44	light-thorns		78	156																						0
jamellasunique618	618	100	1		1		79		7bs			5	5000								hp%		39	79	abs-fire%		25	50	dmg-fire		395	790	all-stats		24	45	res-fire		36	55	extra-fire		129	258	abs-fire		5	40	res-fire-max		10	20	fireskill		1	5	move1		25	104	res-all		31	44						0
jamellasunique619	619	100	1		1		86		7ls			5	5000								pal		1	5	dmg-ltng		430	860	res-all		31	45	demon-heal		26	48	cheap		10	20	regen		30	30	mag%		111	222	oskill	58	6	86	abs-ltng		5	43	cast1		15	25	abs-ltng%		25	50						0
jamellasunique620	620	100	1		1		92		7wd			5	5000								dru		1	5	extra-fire		142	284	abs-fire		5	46	fireskill		1	6	res-fire-max		10	20	regen-mana		50	50	demon-heal		28	51	regen		30	30	addxp		10	20	cheap		10	20	aura	102	3	31	oskill	121	6	92		0
jamellasunique621	621	100	1		1		66		72h			5	5000								sor		1	4	abs-cold%		25	50	mag%		91	182	cheap		10	20	ease		100	100	addxp		10	20	freeze		1	1	demon-heal		21	38	regen		30	30	heal-kill		21	38										0
jamellasunique622	622	100	1		1		64		7cm			5	5000								aura	114	3	22	pal		1	4	oskill	32	3	22	hp%		32	64	mana%		32	64	vit		64	96																										0
jamellasunique623	623	100	1		1		79		7gs			5	5000								lifesteal		4	8	crush		25	40	aura	 113	3	27	oskill	149	6	79	openwounds		35	70	swing1		25	104	ethereal		1	1	vit		79	119	dex		79	119	dmg-norm		395	790	dmg-undead		437	895	slow		25	40		0
jamellasunique624	624	100	1		1		85		7b7			5	5000								bar		1	5	abs-ltng		5	43	mag%		110	220	aura	118	3	29	mana%		42	85	oskill	81	6	85	dmg-ltng		425	850	res-all-max		10	20	abs-ltng%		25	50	extra-ltng		135	270	move1		25	110	res-ltng		37	56		0
jamellasunique625	625	100	1		1		94		7fb			5	5000								oskill	58	6	94	bar		1	5	aura	118	3	32	res-all-max		10	20	res-all		32	46	abs-ltng%		25	50																										0
jamellasunique626	626	100	1		1		89		7gd			5	5000								allskills		1	2	hp		178	267	res-pois-max		10	20	mana		178	267	cheap		10	20	oskill	121	6	89	res-all-max		10	20																						0
jamellasunique627	627	100	1		1		52		7dg			5	5000								crush		25	26	deadly		35	70	regen		30	30	lifesteal		4	8	hp%		26	52	dmg%		356	760																										0
jamellasunique628	628	100	1		1		84		7di			5	5000								bar		1	5	abs-ltng%		25	50	dmg-ltng		420	840	res-all-max		10	20	regen-mana		50	50	mana%		42	84	oskill	121	6	84																						0
jamellasunique629	629	100	1		1		93		7kr			5	5000								dex		93	140	att%		193	479	manasteal		4	8	balance1		35	35	lifesteal		4	8	nec		1	5	att-undead		193	479																						0
jamellasunique630	630	100	1		1		82		7bl			5	5000								mana%		41	82	mana		164	246	dmg-fire		410	820	hp		164	246	fireskill		1	6	res-fire-max		10	20	cheap		10	20	demon-heal		25	46	mag%		107	214	oskill	81	6	82	allskills		1	2						0
jamellasunique631	631	100	1		1		74		7tk			5	5000								ama		1	4	dmg-undead		422	870	move1		25	99	att-undead		174	422	dmg-ac		50	1124	deadly		35	70																										0
jamellasunique632	632	100	1		1		57		7ta			5	5000								oskill	149	6	57	crush		25	29	dex		57	86	lifesteal		4	8	str		57	86	dmg-undead		371	785																										0
jamellasunique633	633	100	1		1		85		7bk			5	5000								enr		85	128	dmg-pois	75	425	850	all-stats		26	48	res-pois-len		75	75	addxp		10	20	heal-kill		26	48	regen		30	30	oskill	32	3	29	res-all		31	45	res-pois-max		10	20										0
jamellasunique634	634	100	1		1		97		7b8			5	5000								oskill	58	6	97	mana		194	291	mag%		122	244	res-pois-len		75	75	sor		1	5	res-pois-max		10	20	res-pois		38	58	ease		100	100																		0
jamellasunique635	635	100	1		1		62		7ja			5	5000								aura	102	3	21	allskills		1	2	cast1		15	25	dmg-fire		310	620	hp		124	186	mana		124	186	regen		30	30	mana%		31	62	oskill	58	6	62	res-fire		34	52	mag%		87	174						0
jamellasunique636	636	100	1		1		74		7pi			5	5000								sor		1	4	vit		74	111	cast1		15	25	regen-mana		50	50	demon-heal		23	42	oskill	81	6	74	dmg-ltng		370	740	extra-ltng		124	248	heal-kill		23	42	light-thorns		74	148	hp%		37	74						0
jamellasunique637	637	100	1		1		80		7s7			5	5000								lifesteal		4	8	allskills		1	2	slow		25	40	deadly		35	70	cheap		10	20	pierce		100	100	str		80	120																						0
jamellasunique638	638	100	1		1		95		7gl			5	5000								hp%		47	95	vit		95	143	pal		1	5	cast1		15	25	regen-mana		50	50	oskill	54	3	32	aura	118	3	32	enr		95	143																		0
jamellasunique639	639	100	1		1		83		7ts			5	5000								enr		83	125	oskill	54	3	28	all-stats		25	47	extra-ltng		133	266	res-ltng		36	56	res-all-max		10	20	dmg-ltng		415	830	res-ltng-max		10	20	res-all		31	45	light-thorns		83	166										0
jamellasunique640	640	100	1		1		55		7sr			5	5000								pal		1	4	oskill	121	6	55	dmg-ltng		275	550	abs-ltng		5	28	res-all		28	41	ease		100	100	mana%		27	55	vit		55	83	aura	118	3	19	enr		55	83	hp%		27	55	abs-ltng%		25	50		0
jamellasunique641	641	100	1		1		69		7tr			5	5000								ass		1	4	res-cold		35	53	dmg-cold	150	345	690	hp		138	207	res-cold-max		10	20	res-all		30	43	heal-kill		22	40	cheap		10	20	gold%		188	307														0
jamellasunique642	642	100	1		1		87		7br			5	5000								oskill	121	6	87	move1		25	112	mana-kill		26	49	vit		87	131	mana%		43	87	res-all-max		10	20	ease		100	100																						0
jamellasunique643	643	100	1		1		92		7st			5	5000								oskill	32	3	31	ama		1	5	res-all		32	46	cast1		15	25	dmg-fire		460	920	abs-fire%		25	50	cheap		10	20	regen		30	30	heal-kill		28	51	aura	102	3	31	hp%		46	92	fireskill		1	6		0
jamellasunique644	644	100	1		1		76		7p7			5	5000								dex		76	114	dmg-ac		50	1126	pierce		100	100	allskills		1	2	dmg%		428	880	manasteal		4	8	ethereal		1	1	thorns		76	276	att		405	785	gold%		202	328	indestruct		1	1	balance1		35	35		0
jamellasunique645	645	100	1		1		58		7o7			5	5000								aura	 122	3	20	slow		25	40	openwounds		35	70	dmg-undead		374	790	demon-heal		19	34	att		315	605	balance1		35	35	indestruct		1	1																		0
jamellasunique646	646	100	1		1		73		7vo			5	5000								dmg%		419	865	dmg-undead		419	865	att-undead		173	419	openwounds		35	70	slow		25	40	dmg-ac		50	1123																										0
jamellasunique647	647	100	1		1		78		7s8			5	5000								bar		1	5	all-stats		24	44	hp		156	234	dmg-undead		434	890	att-demon		178	434	addxp		10	20																										0
jamellasunique648	648	100	1		1		95		7pa			5	5000								aura	114	3	32	extra-cold		145	290	freeze		1	1	mana-kill		28	53	hp%		47	95	hp		190	285																										0
jamellasunique649	649	100	1		1		94		7h7			5	5000								enr		94	141	abs-cold		5	47	res-cold		37	57	move1		25	119	dmg-cold	150	470	940	mana		188	282	all-stats		28	52	res-all		32	46	res-cold-max		10	20	extra-cold		144	288	hp		188	282						0
jamellasunique650	650	100	1		1		95		7wc			5	5000								aura	118	3	32	vit		95	143	dmg-ltng		475	950	res-ltng		37	57	res-ltng-max		10	20	addxp		10	20	cheap		10	20	ease		100	100	demon-heal		28	53	light-thorns		95	190	mag%		120	240	heal-kill		28	53		0
jamellasunique651	651	100	1		1		52		6ss			5	5000								aura	114	3	18	ass		1	4	mana%		26	52	dmg-cold	150	260	520	cast1		15	25	freeze		1	1	regen-mana		50	50																						0
jamellasunique652	652	100	1		1		59		6ls			5	5000								oskill	32	3	20	ass		1	4	vit		59	89	aura	114	3	20	extra-cold		109	218	regen		30	30	addxp		10	20	mana%		29	59	all-stats		19	35	dmg-cold	150	295	590										0
jamellasunique653	653	100	1		1		70		6cs			5	5000								oskill	81	6	70	dmg-pois	75	350	700	regen-mana		50	50	nec		1	4	enr		70	105	res-all-max		10	20																										0
jamellasunique654	654	100	1		1		91		6bs			5	5000								vit		91	137	hp%		45	91	res-all		32	46	mana		182	273	all-stats		27	51	cast1		15	25	res-pois-len		75	75	mana-kill		27	51	regen-mana		50	50	mag%		116	232										0
jamellasunique655	655	100	1		1		77		6ws			5	5000								pal		1	5	res-cold-max		10	20	freeze		1	1	mana-kill		24	44	aura	114	3	26	abs-cold%		25	50	all-stats		24	44	res-cold		36	55	res-all-max		10	20	hp		154	231	cast1		15	25	dmg-cold	150	385	770		0
jamellasunique656	656	100	1		1		60		6sb			5	5000								ass		1	4	enr		60	90	oskill	58	6	60	aura	102	3	20	hp%		30	60	mana%		30	60	extra-fire		110	220	res-all		29	41																		0
jamellasunique657	657	100	1		1		65		6hb			5	5000								mana%		32	65	oskill	121	6	65	aura	118	3	22	pal		1	4	vit		65	98	hp%		32	65	res-all-max		10	20	addxp		10	20	gold%		180	295	light-thorns		65	130	demon-heal		21	38						0
jamellasunique658	658	100	1		1		69		6lb			5	5000								bar		1	4	oskill	54	3	23	hp		138	207	all-stats		22	40	dmg-pois	75	345	690	res-all		30	43	res-pois		35	53	res-pois-max		10	20	cast1		15	25	ease		100	100										0
jamellasunique659	659	100	1		1		77		6cb			5	5000								dmg%		431	885	lifesteal		4	8	dex		77	116	dmg-norm		385	770	hp		154	231	dmg-ac		50	1127																										0
jamellasunique660	660	100	1		1		82		6s7			5	5000								allskills		1	2	vit		82	123	lifesteal		4	8	dex		82	123	dmg%		446	910	str		82	123	crush		25	41																						0
jamellasunique661	661	100	1		1		71		6l7			5	5000								ama		1	4	cast1		15	25	extra-cold		121	242	heal-kill		22	41	regen		30	30	half-freeze		1	1	mana-kill		22	41	freeze		1	1	ease		100	100	regen-mana		50	50	addxp		10	20						0
jamellasunique662	662	100	1		1		83		6sw			5	5000								aura	114	3	28	all-stats		25	47	freeze		1	1	heal-kill		25	47	oskill	32	3	28	vit		83	125	mana		166	249	mana-kill		25	47																		0
jamellasunique663	663	100	1		1		94		6lw			5	5000								enr		94	141	allskills		1	2	res-cold-max		10	20	hp		188	282	dmg-cold	150	470	940	ease		100	100	vit		94	141	mana%		47	94	oskill	32	3	32	abs-cold		5	47	regen		30	30						0
jamellasunique664	664	100	1		1		67		6lx			5	5000								enr		67	101	bar		1	4	dmg-pois	75	335	670	extra-pois		117	234	res-all-max		10	20	regen-mana		50	50	res-pois-len		75	75	cheap		10	20	mag%		92	184	heal-kill		21	39										0
jamellasunique665	665	100	1		1		76		6mx			5	5000								aura	98	3	26	openwounds		35	70	att-undead		176	428	levelreq		1	1	gold%		202	328	dru		1	5	swing1		25	101																						0
jamellasunique666	666	100	1		1		79		6hx			5	5000								oskill	32	3	27	all-stats		24	45	move1		25	104	extra-fire		129	258	abs-fire		5	40	res-fire		36	55																										0
jamellasunique667	667	100	1		1		84		6rx			5	5000								bar		1	5	aura	118	3	28	dmg-ltng		420	840	abs-ltng%		25	50	light-thorns		84	168	oskill	58	6	84	res-all		31	45	cast1		15	25	extra-ltng		134	268	demon-heal		26	47	ease		100	100	mana-kill		26	47		0
jamellasunique668	668	100	1		1		1		ob1			5	5000								aura	114	3	3	hp%		0	1	nec		1	2																																						0
jamellasunique669	669	100	1		1		8		ob2			5	5000								mana%		4	8	hp%		4	8	pal		1	2																																						0
jamellasunique670	670	100	1		1		11		ob3			5	5000								pal		1	2	hp%		5	11	vit		11	17																																						0
jamellasunique671	671	100	1		1		20		ob4			5	5000								bar		1	2	aura	114	3	7	mana%		10	20	oskill	81	6	20																																		0
jamellasunique672	672	100	1		1		27		ob5			5	5000								nec		1	3	move1		25	52	dmg-cold	150	135	270	abs-cold%		25	50	cast1		15	25	gold%		104	181	ease		100	100	mag%		52	104																		0
jamellasunique673	673	100	1		1		17		am1			5	5000								enr		17	26	mana%		8	17	res-fire-max		10	20	abs-fire%		25	50	abs-fire		5	9																														0
jamellasunique674	674	100	1		1		30		am2			5	5000								oskill	32	3	10	hp%		15	30	ama		1	3	aura	114	3	10	vit		30	45	res-cold-max		10	20																										0
jamellasunique675	675	100	1		1		18		am3			5	5000								vit		18	27	extra-ltng		68	136	ease		100	100	regen-mana		50	50	regen		30	30	heal-kill		9	14	light-thorns		18	36																						0
jamellasunique676	676	100	1		1		32		am4			5	5000								aura	118	3	11	res-ltng		28	44	dmg-ltng		160	320	mag%		57	114	ama		1	3																														0
jamellasunique677	677	100	1		1		24		am5			5	5000								dmg%		272	620	hp		48	72	reduce-ac		50	75	pierce		100	100	gold%		98	172	ignore-ac		1	1	ease		100	100																						0
jamellasunique678	678	100	1		1		36		ob6			5	5000								aura	114	3	12	dmg-cold	150	180	360	extra-cold		86	172	mag%		61	122	cheap		10	20	half-freeze		1	1																										0
jamellasunique679	679	100	1		1		39		ob7			5	5000								bar		1	3	extra-ltng		89	178	cheap		10	20	light-thorns		39	78	addxp		10	20	gold%		128	217	enr		39	59	all-stats		14	25																		0
jamellasunique680	680	100	1		1		49		ob8			5	5000								aura	114	3	17	dmg-cold	150	245	490	half-freeze		1	1	freeze		1	1	cheap		10	20	regen		30	30																										0
jamellasunique681	681	100	1		1		54		ob9			5	5000								oskill	81	6	54	cast1		15	25	regen		30	30	gold%		158	262	demon-heal		18	32	enr		54	81	abs-fire%		25	50																						0
jamellasunique682	682	100	1		1		50		oba			5	5000								pal		1	3	vit		50	75	aura	118	3	17	all-stats		17	30	abs-ltng		5	25																														0
jamellasunique683	683	100	1		1		39		am6			5	5000								vit		39	59	extra-ltng		89	178	res-ltng-max		10	20	heal-kill		14	25	mag%		64	128	mana%		19	39	mana		78	117	abs-ltng%		25	50	res-all		26	37														0
jamellasunique684	684	100	1		1		51		am7			5	5000								hp%		25	51	dmg%		353	755	lifesteal		4	8	ama		1	4	dmg-demon		353	755	dmg-undead		353	755	openwounds		35	70	move1		25	76																		0
jamellasunique685	685	100	1		1		48		am8			5	5000								vit		48	72	oskill	32	3	16	res-pois		32	49	res-pois-max		10	20	dmg-pois	75	240	480																														0
jamellasunique686	686	100	1		1		46		am9			5	5000								hp%		23	46	aura	118	3	16	extra-ltng		96	192	heal-kill		16	28	mag%		71	142	addxp		10	20	enr		46	69	dmg-ltng		230	460																		0
jamellasunique687	687	100	1		1		41		ama			5	5000								aura	114	3	14	abs-cold		5	21	regen		30	30	addxp		10	20	ease		100	100	gold%		132	223	regen-mana		50	50																						0
jamellasunique688	688	100	1		1		71		obb			5	5000								allskills		1	2	cast1		15	25	abs-ltng		5	36	gold%		192	313	regen		30	30	oskill	58	6	71	res-all-max		10	20																						0
jamellasunique689	689	100	1		1		70		obc			5	5000								allskills		1	2	oskill	54	3	24	abs-cold		5	35	half-freeze		1	1	heal-kill		22	40	addxp		10	20	mana%		35	70																						0
jamellasunique690	690	100	1		1		77		obd			5	5000								aura	102	3	26	dru		1	5	oskill	54	3	26	hp%		38	77	dmg-fire		385	770	cast1		15	25	regen-mana		50	50	vit		77	116	move1		25	102	all-stats		24	44										0
jamellasunique691	691	100	1		1		96		obe			5	5000								hp%		48	96	extra-cold		146	292	res-cold-max		10	20	gold%		242	388	aura	114	3	32	enr		96	144	res-all		32	46	res-cold		38	58	move1		25	121	half-freeze		1	1	regen		30	30						0
jamellasunique692	692	100	1		1		93		obf			5	5000								pal		1	5	res-pois-max		10	20	addxp		10	20	gold%		236	379	res-pois-len		75	75	mag%		118	236	regen-mana		50	50	heal-kill		28	52	demon-heal		28	52	mana-kill		28	52										0
jamellasunique693	693	100	1		1		61		amb			5	5000								lifesteal		4	8	crush		25	31	deadly		35	70	dmg-norm		305	610	dmg-ac		50	1111	move1		25	86	swing1		25	86	pierce		100	100	mag%		86	172	heal-kill		20	36										0
jamellasunique694	694	100	1		1		84		amc			5	5000								oskill	54	3	28	all-stats		26	47	gold%		218	352	cheap		10	20	mana%		42	84	extra-fire		134	268	abs-fire		5	42																						0
jamellasunique695	695	100	1		1		68		amd			5	5000								enr		68	102	aura	114	3	23	vit		68	102	abs-cold%		25	50	mana-kill		22	39	cheap		10	20																										0
jamellasunique696	696	100	1		1		95		ame			5	5000								aura	114	3	32	abs-cold%		25	50	res-cold		37	57	half-freeze		1	1	gold%		240	385	mana%		47	95	extra-cold		145	290	res-cold-max		10	20	res-all		32	46	abs-cold		5	48	addxp		10	20						0
jamellasunique697	697	100	1		1		60		amf			5	5000								lifesteal		4	8	aura	 113	3	20	deadly		35	70	reduce-ac		50	75	ease		100	100	addxp		10	20	oskill	149	6	60	dex		60	90	att%		160	380	dmg-undead		380	800	balance1		35	35	thorns		60	260		0
jamellasunique698	698	100	1		1		1		cap			5	5000								enr		1	2	oskill	 50	6	6	dru		1	2																																						0
jamellasunique699	699	100	1		1		5		skp			5	5000								aura	110	3	3	ass		1	2	vit		5	8	res-ltng-max		10	20																																		0
jamellasunique700	700	100	1		1		10		hlm			5	5000								dru		1	2	res-all		16	24	abs-fire%		25	50																																						0
jamellasunique701	701	100	1		1		14		fhl			5	5000								pal		1	2	red-dmg%		16	22	vit		14	21	dex		14	21	ac%		114	242																														0
jamellasunique702	702	100	1		1		27		ghm			5	5000								enr		27	41	nec		1	3	extra-ltng		77	154	abs-ltng		5	14	light-thorns		27	54																														0
jamellasunique703	703	100	1		1		28		crn			5	5000								enr		28	42	aura	100	3	10	allskills		1	1	abs-fire%		25	50	gold%		106	184	cheap		10	20	hp%		14	28	res-fire-max		10	20	all-stats		12	19														0
jamellasunique704	704	100	1		1		20		msk			5	5000								ama		1	2	hp%		10	20	abs-ltng		5	10	hp		40	60																																		0
jamellasunique705	705	100	1		1		1		qui			5	5000								pal		1	2	extra-ltng		51	102	regen-mana		50	50																																						0
jamellasunique706	706	100	1		1		2		lea			5	5000								enr		2	3	ama		1	2	fireskill		1	2																																						0
jamellasunique707	707	100	1		1		4		hla			5	5000								pal		1	2	mana%		2	4	all-stats		6	7	nofreeze		1	1																																		0
jamellasunique708	708	100	1		1		7		stu			5	5000								ama		1	2	res-all		13	20	res-pois-max		10	20	red-mag		7	14																																		0
jamellasunique709	709	100	1		1		11		rng			5	5000								mana%		5	11	sor		1	2	oskill	40	6	11																																						0
jamellasunique710	710	100	1		1		13		scl			5	5000								pal		1	2	hp%		6	13	all-stats		8	12	res-pois-len		75	75	ease		100	100	mag%		38	76																										0
jamellasunique711	711	100	1		1		15		chn			5	5000								ama		1	2	vit		15	23	mana%		7	15	aura	100	3	5	res-fire		22	34	abs-fire%		25	50	demon-heal		8	13																						0
jamellasunique712	712	100	1		1		20		brs			5	5000								bar		1	2	res-ltng-max		10	20	hp		40	60	regen		30	30	light-thorns		20	40	addxp		10	20	mana-kill		10	15	enr		20	30																		0
jamellasunique713	713	100	1		1		22		spl			5	5000								aura	110	3	8	abs-ltng		5	11	ease		100	100	regen		30	30	bar		1	2																														0
jamellasunique714	714	100	1		1		24		plt			5	5000								aura	 104	3	8	nec		1	2	swing1		25	49	ethereal		1	1	thorns		24	224	cheap		10	20																										0
jamellasunique715	715	100	1		1		33		fld			5	5000								ass		1	3	enr		33	50	mana%		16	33	move1		25	58	mana		66	99	red-mag		33	66	hp		66	99	extra-pois		83	166	all-stats		13	22	res-pois		29	44										0
jamellasunique716	716	100	1		1		33		gth			5	5000								vit		33	50	ama		1	3	enr		33	50	res-all		24	35	res-pois-len		75	75	mana-kill		13	22	regen-mana		50	50	mag%		58	116	demon-heal		13	22	mana%		16	33										0
jamellasunique717	717	100	1		1		36		ful			5	5000								aura	 104	3	12	all-stats		14	23	gold%		122	208	ac-miss		205	385	ac		205	385	bar		1	3	oskill	145	6	36	ac%		136	308	res-all-max		10	20														0
jamellasunique718	718	100	1		1		46		aar			5	5000								sor		1	3	cast1		15	25	cheap		10	20	addxp		10	20	aura	110	3	16	mana%		23	46	hp%		23	46	enr		46	69	oskill	32	3	16	vit		46	69	abs-ltng		5	23						0
jamellasunique719	719	100	1		1		38		ltp			5	5000								vit		38	57	hp%		19	38	nec		1	3	res-all		25	37	cheap		10	20	heal-kill		14	24	mana%		19	38	oskill	58	6	38	res-pois-max		10	20	demon-heal		14	24										0
jamellasunique720	720	100	1		1		1		buc			5	5000								vit		1	2	red-mag		1	2	res-ltng		0	0																																						0
jamellasunique721	721	100	1		1		4		sml			5	5000								dex		4	6	sor		1	2	move1		25	29																																						0
jamellasunique722	722	100	1		1		11		lrg			5	5000								allskills		1	1	hp%		5	11	vit		11	17																																						0
jamellasunique723	723	100	1		1		16		kit			5	5000								enr		16	24	vit		16	24	res-ltng-max		10	20	move1		25	41	res-ltng		23	35	mana		32	48																										0
jamellasunique724	724	100	1		1		22		tow			5	5000								dex		22	33	nec		1	2	all-stats		10	16	red-dmg		22	44	balance1		35	35	heal-kill		10	16	block		40	80	thorns		22	222	aura	 103	3	8														0
jamellasunique725	725	100	1		1		32		gts			5	5000								aura	110	3	11	enr		32	48	move1		25	57	res-all		24	35	all-stats		13	21	abs-ltng		5	16	extra-ltng		82	164	abs-ltng%		25	50																		0
jamellasunique726	726	100	1		1		2		lgl			5	5000								enr		2	3	aura	100	3	3	nec		1	2																																						0
jamellasunique727	727	100	1		1		6		vgl			5	5000								ass		1	2	abs-fire		5	5	regen		30	30	addxp		10	20																																		0
jamellasunique728	728	100	1		1		12		mgl			5	5000								ass		1	2	enr		12	18	res-cold-max		10	20	gold%		74	136	mag%		37	74	ease		100	100																										0
jamellasunique729	729	100	1		1		20		tgl			5	5000								sor		1	2	hp%		10	20	mana		40	60	heal-kill		10	15																																		0
jamellasunique730	730	100	1		1		28		hgl			5	5000								sor		1	3	extra-pois		78	156	res-pois		27	42	cheap		10	20																																		0
jamellasunique731	731	100	1		1		2		lbt			5	5000								ama		1	2	move1		25	27	regen		30	30																																						0
jamellasunique732	732	100	1		1		8		vbt			5	5000								sor		1	2	enr		8	12	mana%		4	8																																						0
jamellasunique733	733	100	1		1		14		mbt			5	5000								bar		1	2	res-pois-max		10	20	mana		28	42	extra-pois		64	128	res-pois		21	33	ease		100	100																										0
jamellasunique734	734	100	1		1		18		tbt			5	5000								aura	105	3	6	extra-cold		68	136	addxp		10	20	regen-mana		50	50	ease		100	100																														0
jamellasunique735	735	100	1		1		28		hbt			5	5000								mana%		14	28	hp%		14	28	sor		1	3	enr		28	42	mana		56	84	res-pois-max		10	20																										0
jamellasunique736	736	100	1		1		2		lbl			5	5000								pal		1	2	res-all		4	7	res-all-max		10	20																																						0
jamellasunique737	737	100	1		1		8		vbl			5	5000								dru		1	2	enr		8	12	red-mag		8	16																																						0
